ligand	avg_energy	max_energy	min_energy	avg_rsmd
C=C(C)N[C@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@@H]2C[C@H](C(=O)O)C[C@H]12	Molecule_1458	-6.831296	-6.315700	-7.847400	8.552896
O=C(O)CCCCCOC[C@@H](COC(=O)O)OP(=O)(O)O	Molecule_139	-5.499794	-4.890800	-6.387300	3.214610
CO[C@@H](O)[C@H](O)C[C@@H]1OC(=C(C(=O)O)[C@@H](O)[C@H]1OC(=O)C)[C@@H](O)OP(=O)(O)O	Molecule_417	-6.419526	-5.896000	-7.272200	4.138764
Cc1nocc1CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_1004	-7.469150	-6.946400	-8.226200	5.531638
O=C(N[N+](=O)[O-])O[C@@H](CO)CO[P@@](=O)(O)OP(=O)(O)O	Molecule_98	-6.171066	-5.744500	-7.053900	3.462239
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=CC(=C4CCCC4)C[C@H]3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_987	-6.671992	-5.991400	-8.120000	8.358240
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=CC(=C4CC(=O)NC4=O)C[C@H]3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1163	-7.419398	-6.779700	-8.784500	8.556466
NC(=O)COC[C@@H](O[P@@](=O)(O)OP(=O)(O)O)[C@@H](CC(=O)NC(=O)O)OP(=O)(O)O	Molecule_474	-6.878152	-6.359800	-7.727100	3.768022
CC1(C)CCC(=O)N2Cc3c(cc(C(=O)O)cc3OP(=O)(O)O)C=C12	Molecule_306	-6.719440	-6.070300	-8.074200	4.868661
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(C=CCC3=CC4=CCCN4C(=O)C3)CCC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1376	-7.572520	-6.956900	-8.397300	8.320987
CC1=CC(=C(c2ccc3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@H](O)CCC(=O)O)CC=c3c2)CC1)C	Molecule_1276	-7.181482	-6.486900	-8.453500	8.183483
CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)CC#CC1=C2CCNCC2=CC[C@H]1CC(C)C	Molecule_1582	-7.088856	-6.663400	-7.768100	6.330716
C=C(C)N[C@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2[C@@H](C[C@@H](C)CC)C1	Molecule_1389	-6.899577	-6.412700	-7.840000	6.751545
C=C(C)C=C1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2[C@@H]2CCC=C12	Molecule_1246	-7.384708	-6.763100	-8.395000	7.478612
C[C@@H]1C[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@@H](OC(=NO)CCC(=O)O)[C@H]1O	Molecule_275	-6.188646	-5.750300	-6.936900	3.744128
CON=C1C=C(C2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCC2)C=C2C=C(C)C[C@H]12	Molecule_1351	-7.169122	-6.642500	-8.534100	6.109275
CNC(=O)C[C@H](OP(=O)(O)O)[C@@H](COCCCCC=CCCO)OP(=O)(O)O	Molecule_420	-5.713520	-5.334300	-6.222300	3.617555
CNC(=O)N1C[C@@H](NC(=O)CO)[C@@H](O)[C@@H]1CO[P@](=O)(O)OP(=O)(O)O	Molecule_274	-6.155394	-5.786200	-6.877500	5.564163
CCCCN=C1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_1029	-6.568764	0.705900	-7.585700	8.234179
O=C(O)NC(=O)c1cc(O)cc(C(=O)O)c1	Molecule_45	-6.280514	-5.776100	-7.099200	4.915772
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2CC[C@H]3C(=C[C@@H]3C(=O)O)C2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_844	-7.368548	-6.806000	-8.353700	6.111693
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(C(=C(F)F)C4=CC[C@H]5CC5=S4)cc3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1529	-7.206496	-6.540000	-8.616200	7.562244
O=[P@@]1(O)OC[C@@H](CO)／C=C(／OCCO)＼[C@H](CO)O[P@@](=O)(O)O[P@](=O)(O)O1	Molecule_330	-4.592718	-3.798100	-5.342000	3.941520
NC(=O)C1=CCC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_873	-7.185898	-6.444800	-8.714300	5.557732
O=C(O)CN=C1O[C@@H](CC(=O)O)[C@H](O[P@](=O)(O)OP(=O)(O)O)[C@H]2OCCO[C@H]12	Molecule_439	-6.794426	-6.339100	-7.614600	4.049693
C=CN[C@@H]1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_893	-7.222866	-6.405200	-8.419600	5.343829
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C=CCC3=CCCCC3)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1057	-6.616550	-6.088400	-7.782300	7.667900
NC(=O)O[C@@H](COC(=O)C(=O)O)CO[C@@H]1C[C@@H](O)[C@H](O)[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@@H]1O	Molecule_594	-6.293858	-5.876200	-7.014900	4.257173
CCC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)C=CC1=CC=CCC1	Molecule_831	-6.790594	-6.280800	-7.829300	5.102973
C=C1C[C@@H]2C[C@H]3CN=CCC3=C(C#CCC(=CC=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C)[C@H]2C1	Molecule_1526	-7.473252	-6.859900	-8.400100	5.232538
CC=Cc1cc(C)c(CC2=CC(=CCC2)C2=C(C(=O)NC(=O)[C@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)CCC2)c(O)c1	Molecule_1014	-7.458740	-7.019900	-7.983400	4.650735
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(c4cc[nH]c(=O)c4)cc3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1244	-7.159954	-6.386900	-8.290300	7.447055
CC1=C(c2ccc3=CC(=C4C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CC=c3c2)CC=C1	Molecule_1132	-7.236422	-6.588900	-9.131200	6.781492
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(CC3=CC=CC3)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_806	-7.050940	-6.516900	-8.613600	5.684176
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3CC4=C(CCCO)CN=C4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1219	-6.365054	-5.697200	-7.645600	5.897690
C=C1C[C@@H]2／C=C(／OCC(=O)O)＼[C@@H](CO)O[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[C@H]2C1	Molecule_483	-4.754942	-3.651000	-6.438400	5.853132
C=C1NCCC2=C(C#CCC(=CC=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C)[C@@H](CC)CC[C@H]12	Molecule_1473	-7.678388	-7.222000	-8.854700	4.085777
CC[C@H]1CC[C@H]2C(=C1C#CCC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)C)CCN[C@@H]2O	Molecule_1439	-7.655270	-7.181900	-8.612900	5.083413
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=CC(=C4C=CN=C4)CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1045	-6.732584	-6.179000	-8.061700	7.544156
C=C[C@H]1CCC2=CC(=CC=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C(F)[C@H]12	Molecule_959	-7.385961	-6.883500	-8.274800	5.722098
O=C(O)NC(=O)C[C@H](OP(=O)(O)O)[C@H](COCC[C@@H]1C=Cc2c(ccc3c2C=C(O)CC3)C1)OP(=O)(O)O	Molecule_771	-7.247808	-6.913700	-7.648600	4.519713
O=C(O)CCO／C／1=C／[C@@H](CO)CO[P@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[C@@H]1CO	Molecule_413	-5.462428	-4.980300	-6.346200	4.907265
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C=CCC3=CCC=CC3)CCC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1003	-7.013590	-6.303400	-8.364500	4.789235
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=CC(=C[C@@H]3CC2)[C@H]2CCNC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1013	-6.654953	-6.096100	-8.040000	7.944785
CNC1=CCC2=C(CC1)C(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O)C=CC2	Molecule_1060	-6.254406	-5.512500	-7.290400	6.179452
CC1=NNN(N)N1	Molecule_19	-3.940327	-3.419600	-4.965800	9.772170
NC(=O)O[C@@H](CO[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H]1O)C(=O)OCCO	Molecule_564	-6.918726	-6.406000	-7.554700	4.442567
CCC=C1NC(=O)C2=C1CC=C(C1=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C1)C2	Molecule_1383	-7.684300	-6.981000	-9.203400	6.250217
Cc1cc(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)cc(F)c1=CC(F)(F)F	Molecule_993	-7.239130	-6.669800	-7.988300	5.122831
C[C@H](CC(O)O)C[C@@H]1OC(=C(C(=O)O)[C@@H](O)[C@@H]1OC(=O)O)[C@@H](O)OP(=O)(O)O	Molecule_404	-5.928720	-5.463100	-6.622600	3.729162
CC1=CC(=N)CCC1=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O	Molecule_732	-6.843408	-6.121600	-8.542800	5.425101
O=COCCO[C@@H](COP(=O)(O)O)C(=O)O	Molecule_47	-5.455645	-4.930400	-6.258000	3.281002
C[C@@H]1CCC(=C(c2ccc3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CC=c3c2)C1)F	Molecule_1339	-7.272876	-6.569400	-8.410300	5.470174
O=P(O)(O)O[P@]1(=O)O[C@H]([C@@H]2O[C@H](CO)O[C@@H]2CO)C[P@@](=O)(O)O1	Molecule_191	-6.689926	-6.005300	-7.507100	4.254208
CCCC(=C1CCNC1)C#CCC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)C	Molecule_1102	-6.829884	-6.373400	-7.742000	4.624776
NC(=O)NCc1cc2c(OP(=O)(O)O)ccc(C(=O)OCCCCC(=O)O)c2[nH]c1=O	Molecule_539	-6.605448	-6.084500	-7.304000	4.123741
O=C(O)CC[C@H](O)C(=O)N1C(=CC=CCC#Cc2cc(F)cc3=CCC=c23)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1098	-7.460910	-6.980800	-8.619500	4.916489
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3CCC(=O)N[C@@H]3CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_744	-7.502429	-6.921100	-9.173800	5.613350
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(c3ccc4c(c3)CC[C@@H](O)C4)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1229	-7.382496	-6.460700	-9.039300	4.970586
CC(=N)N[C@H]1CCC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_951	-7.100524	-6.426700	-8.057100	5.979829
O=C(CO)O[C@H]1CO[C@@H](CO)[C@@H]1O[P@@](=O)(O)OP(=O)(O)O	Molecule_141	-6.107192	-5.581500	-7.060800	3.666148
O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1C[C@H](O)[C@H](O)[C@@H](O)O1	Molecule_211	-6.263938	-5.859200	-7.006200	3.894539
O=C(O)CCO[C@H]1CO[C@@H](CO)CO[P@](=O)(O)O[P@](=O)(O)O[P@@](=O)(O)O[C@@H]1CO	Molecule_462	-4.613276	-4.019500	-5.349000	3.858525
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=CC(=CC4=CC=CC4)CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1099	-6.550332	-5.951000	-8.152900	9.651865
Cc1cocc1CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_1000	-7.277234	-6.806100	-8.006500	5.610479
C[C@H]1C[C@@H](CC(=O)O)C(=O)N2Cc3c(cc(C(=O)O)cc3OP(=O)(O)O)C=C12	Molecule_418	-6.949494	-6.425200	-8.506300	5.906379
C[C@@H]1CC=NC2=CC(=S)[C@H]3CC4=CC(=C5C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N5C(=O)[C@H](O)CCC(=O)O)CC=C4CC3=C12	Molecule_1457	-7.006500	-6.349200	-8.370000	9.896367
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(C=C(F)F)cc3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_907	-7.096470	-5.867700	-8.609100	7.212983
N=C1CC=C(CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2)SC1	Molecule_948	-7.199628	-6.683900	-9.122500	5.568448
CC1=CC(=c2ccc3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N4C(=O)[C@H](O)CCC(=O)O)CCc3n2)CCC1	Molecule_1203	-6.821867	-6.275300	-7.667400	9.438176
C=C1C[C@]2(CC(=CC)CN2)CC1=CC1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_1363	-7.566820	-7.015400	-9.087500	7.208582
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3CC4=C(C(=O)O)C[C@H]5CCCCC5=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1524	No configurations were found
